id,hinban,item,description,remarks,unit,uprice,ouritem,vol,zaiko,kento,hcode,cat
1,"A4サンプル SP/172(アッシュBE)","A4サンプル SP/172","布地:アッシュBE","サイズ:A4 四方ロック有り",pcs,1.0,"","",0,0,"",""
2,"A4サンプル SP/176(アッシュBR)","A4サンプル SP/176","布地:アッシュBR","サイズ:A4 四方ロック有り",pcs,1.0,"","",0,0,"",""
3,"A4サンプル SP/178(アッシュGY)","A4サンプル SP/178","布地:アッシュGY","サイズ:A4 四方ロック有り",pcs,1.0,"","",0,0,"",""
4,"A4サンプル SP/190 (ラルク モカ)","A4サンプル SP/190","布地:ラルク モカ","サイズ:A4 四方ロック有り",pcs,0.9,"",0.001048387,0,0,"",""
5,"A4サンプル SP/191 (ラルク グリーン)","A4サンプル SP/191","布地:ラルク グリーン","サイズ:A4 四方ロック有り",pcs,0.9,"","",0,0,"",""
6,"A4サンプル SP/192 (ラルク ベージュ)","A4サンプル SP/192","布地:ラルク ベージュ","サイズ:A4 四方ロック有り",pcs,0.9,"","",0,0,"",""
7,"A4サンプル SP/194 (ラルク キャメル)","A4サンプル SP/194","布地:ラルク キャメル","サイズ:A4 四方ロック有り",pcs,0.9,"","",0,0,"",""
8,"A4サンプル SP/195 (ラルク クリーム)","A4サンプル SP/195","布地:ラルク クリーム","サイズ:A4 四方ロック有り",pcs,0.9,"","",0,0,"",""
9,"A4サンプル SP/196 (ラルク コーヒー)","A4サンプル SP/196","布地:ラルク コーヒー","サイズ:A4 四方ロック有り",pcs,0.9,"","",0,0,"",""
10,"A4サンプル SP/197 (ラルク ブルー)","A4サンプル SP/197","布地:ラルク ブルー","サイズ:A4 四方ロック有り",pcs,0.9,"","",0,0,"",""
11,"A4サンプル SP/198 (ラルク ネイビー)","A4サンプル SP/198","布地:ラルク ネイビー","サイズ:A4 四方ロック有り",pcs,0.9,"","",0,0,"",""
12,"A4サンプル SP/199 (ラルク オフ)","A4サンプル SP/199","布地:ラルク オフ","サイズ:A4 四方ロック有り",pcs,0.9,"","",0,0,"",""
13,"A4サンプル SP/206 (FREE 97)","A4サンプル SP/206","布地:FREE 97","サイズ:A4 四方ロック有り",pcs,0.36,"","",0,0,"",""
14,"A4サンプル SP/207 (FREE 96)","A4サンプル SP/207","布地:FREE 96","サイズ:A4 四方ロック有り",pcs,0.36,"","",0,0,"",""
15,"A4サンプル SP/209 (FREE 93)","A4サンプル SP/209","布地:FREE 93","サイズ:A4 四方ロック有り",pcs,0.36,"","",0,0,"",""
16,CE-720D,CE-720D,"未塗装 台輪","",PCS,18.4,"",0.08,0,0,"",""
17,CE-720LNB6NN,CE-720LNB6NN," Sofa アナベル2","塗装なし、革張り込み",pcs,239.8,"",0.48,0,0,"",""
19,CE-720W77HGB6,CE-720W77HGB6," Sofa アナベル2","",pcs,260.9,"",0.48,0,0,"",""
20,CE-720W77LNB6NN,CE-720W77LNB6NN,"Sofa アナベル2","",pcs,298.9,"",0.48,0,0,"",""
21,CE-720W77LNB6NN,"Sofa アナベル2 座のみ","CE-720W77LNB6NN用 座のみ","",pcs,"","","",0,0,"",""
22,CE-720W79D,"Sofa アナベル2(CE-720)用台輪 W79色",CE-720W79D,"",pcs,"","","",0,0,"",""
23,CE-720W79HGB6,CE-720W79HGB6," Sofa アナベル2","",pcs,260.9,"",0.48,0,0,"",""
24,CE-720W79LNB6NN,CE-720W79LNB6NN,"Sofa アナベル2","",pcs,298.9,"",0.48,0,0,"",""
25,"CE-720（Ｓｋｙｌｉｎｅ製の仕様変更試作品）","CE-720（Ｓｋｙｌｉｎｅ製の仕様変更試作品）","","[水谷智さん扱い]",pcs,"","",0.48,0,0,"",""
26,CE-721D,CE-721D,"未塗装 台輪","",PCS,13.5,"",0.0,0,0,"",""
27,CE-721LNB6NN,CE-721LNB6NN," Sofa アナベル2","革張り込み　塗装無し",pcs,"確認中","",0.13,0,0,"",""
28,CE-721W77HGB6,"Sofa アナベル2",CE-721W77HGB6,"",pcs,298.9,"",0.13,0,0,"",""
29,CE-721W77LNB6NN,CE-721W77LNB6NN," Sofa アナベル2","",pcs,51.04,"",0.13,0,0,"",""
30,CE-721W79LNB6NN,CE-721W79LNB6NN," Sofa アナベル2","",pcs,51.04,"",0.13,0,0,"",""
31,"CE-723 D","Sofa アナベル2(CE-723)用台輪 本塗装前品","CE-723 D","",pcs,"","","",0,0,"",""
32,CE-723D,CE-723D,"未塗装 台輪","",PCS,33.9,"",0.17,0,0,"",""
33,CE-723LNB6NN,CE-723LNB6NN," Sofa アナベル2","革張り込み 塗装無し",pcs,"確認中","",1.22,0,0,"",""
34,CE-723W77HGB6,"Sofa アナベル2",CE-723W77HGB6,"",pcs,298.9,"",0.13,0,0,"",""
35,CE-723W77LNB6NN,"Sofa アナベル2 座のみ","CE-723W77LNB6NN 座のみ1本分(3ヶ)","",pcs,"","","",0,0,"",""
36,CE-723W77LNB6NN,CE-723W77LNB6NN," Sofa アナベル2","",pcs,496.7,"",1.22,0,0,"",""
37,CE-723W79HGB6,"Sofa アナベル2(CE-720)用肘板 W79色",CE-72W79H,"",pcs,"","","",0,0,"",""
38,CE-723W79HGB6,"Sofa アナベル2",CE-723W79HGB6,"",pcs,298.9,"",0.13,0,0,"",""
39,CE-723W79LNB6NN,CE-723W79LNB6NN," Sofa アナベル2","",pcs,496.7,"",1.22,0,0,"",""
40,"CE-723（Ｓｋｙｌｉｎｅ製の仕様変更試作品）","CE-723（Ｓｋｙｌｉｎｅ製の仕様変更試作品）","","[水谷智さん扱い]",pcs,"","",1.22,0,0,"",""
41,CE-72G,CE-72G,"未塗装 側板","",PCS,6.2,"",0.002,0,0,"",""
42,CE-72H,CE-72H,"未塗装 肘板","",PCS,9.0,"",0.002,0,0,"",""
45,"CE-720-W77用梱包材一式","CE-720-W77用梱包材一式","梱包用ダンボール箱","",pcs,5.1,"",0.13,0,0,"",""
46,"CE-720-W79用梱包材一式","CE-720-W79用梱包材一式","梱包用ダンボール箱","",pcs,5.1,"","",0,0,"",""
47,"CE-720-W79用肘板","CE-720-W79用肘板","","",pcs,11.0,"",0.002,0,0,"",""
48,CE-720B,"CE-720 ボディヌード","","",pcs,122.6,"",0.51,0,0,"",""
49,"CE-720W77LNB6NN用梱包材","CE-720W77LNB6NN用梱包材","梱包用ダンボール","",pcs,5.0,"",0.05,0,0,"",""
50,"CE-720W79LNB6NN用梱包材","CE-720W79LNB6NN用梱包材","梱包用ダンボール","",pcs,5.0,"",0.05,0,0,"",""
51,"CE-723W77LNB6NN用梱包材","CE-723W77LNB6NN用梱包材","梱包用ダンボール","",pcs,"","","",0,0,"",""
52,"CE88-バネ","CE-88 コイルバネ","CE-88用コイルバネ","梱包してください",pcs,3.9,"",0.006,0,0,"",""
53,"CH1012-3P+0.5P SP/122N 試作","CH1012-3P+0.5P SP/122N 試作","安井家具オリジナル 試作","",pcs,"","","",0,0,"",""
54,"CH1013-3P+ST F15-7/2","CH1013-3P+ST F15-7/2","山新様分試作","",sets,"","","",0,0,"",""
55,"CH1014-20R/11L ZOFFI-45A","CH1014-20R/11L ZOFFI-45A","山新様分試作","",sets,"","","",0,0,"",""
56,"CH1015-0.5P 9027","CH1015-0.5P 9027","山新様分試作","",pcs,"","","",0,0,"",""
57,"CH1015-2P 9027 ","CH1015-2P 9027 ","山新様分試作","",pcs,"","","",0,0,"",""
58,"CH1015-3P 9027","CH1015-3P 9027","山新様分試作","",pcs,"","","",0,0,"",""
59,"CH1021 NA","CH1021-LEG NA （ｴﾚﾅｿﾌｧ用）脚","ｴﾚﾅ2 脚別梱包セット","別製品",set,2.3,"","",0,0,"",""
60,"CH1021-180 SIZA-GY","CH1021-180 SIZA-GY","ｴﾚﾅ2 ｸｰﾙｸﾞﾚｰ （脚含まず）","別製品",pcs,226.4,"","",0,0,"",""
61,"CH1021-180 VANQ-01","CH1021-180 VANQ-01","ｴﾚﾅ2 ｳﾞｧﾆﾗ （脚含まず）","別製品",pcs,281.9,"","",0,0,"",""
62,"CH1021-180 VANQ-03","CH1021-180 VANQ-03","ｴﾚﾅ2 ﾁｬｲ （脚含まず）","別製品",pcs,281.9,"","",0,0,"",""
63,"CH1021-200 SIZA-GY","CH1021-200 SIZA-GY","ｴﾚﾅ2 ｸｰﾙｸﾞﾚｰ （脚含まず）","別製品",pcs,251.6,"","",0,0,"",""
64,"CH1021-200 VANQ-01","CH1021-200 VANQ-01","ｴﾚﾅ2 ｳﾞｧﾆﾗ （脚含まず）","別製品",pcs,313.2,"","",0,0,"",""
65,"CH1021-200 VANQ-03","CH1021-200 VANQ-03","ｴﾚﾅ2 ﾁｬｲ （脚含まず）","別製品",pcs,313.2,"","",0,0,"",""
66,"CH1021-200C VANQ-03","CH1021-200C VANQ-03","ｴﾚﾅ2 ﾁｬｲ Cover Only ","No Commercial Value/Value for custom purpose only",pcs,"","","",0,0,"",""
67,"CH1022-03 DB SP/180","CH1022-03 DB SP/180","脚同梱 脚色:DB","張地:SP/180",sets,261.8,"",0.94,0,0,"",""
68,"CH1022-03 DB SP/183","CH1022-03 DB SP/183","脚同梱 脚色:DB","張地:SP/183",sets,261.8,"",0.94,0,0,"",""
69,"CH1022-03 DB ﾁﾘ56","CH1022-03 SN/56","デザインアークオリジナル DB色脚","張地:チリ/56 (グレー)",pcs,"","","",0,0,"",""
70,"CH1022-03 NA SP/180","CH1022-03 NA SP/180","脚同梱 脚色:NA","張地:SP/180",sets,261.8,"",0.94,0,0,"",""
71,"CH1022-03 SP/180","CH1022-03 SP/180","デザインアークオリジナル","張地:SP/180",pcs,"","",0.94,0,0,"",""
72,"CH1022-03 SP/180","CH1022-3P SP/180","脚同梱 脚色:NA","張地:SP/180",pcs,261.8,"",0.94,0,0,"",""
73,"CH1022-03 SP/183","CH1022-03 SP/183","デザインアークオリジナル","張地:SP/183",sets,"","","",0,0,"",""
74,"CH1022-3P SN/56","CH1022-3P SN/56","脚同梱 脚色:DB","張地:SN/56GY",pcs,246.0,"",0.94,0,0,"",""
75,"CH1022-3P SP/183","CH1022-3P SP/183","脚同梱 脚色:DB","張地:SP/183",pcs,261.8,"",0.94,0,0,"",""
76,"CH1057-06 ラルクBE","CH1057-20L ラルクBE","","布地:ラルクベージュ DB脚同梱",pcs,219.6,"",0.86,0,0,"",""
77,"CH1057-07 ラルクコーヒー","CH1057-20R ラルクコーヒー","","布地:ラルクコーヒー",pcs,219.5,"",0.86,0,0,"",""
78,"CH1057-49 ラルクコーヒー","CH1057-11L ラルクコーヒー","","布地:ラルクコーヒー",pcs,"","","",0,0,"",""
79,"CH1057-50 ラルクBE","CH1057-11R ラルクBE","","布地:ラルクベージュ DB脚同梱",pcs,250.0,"",1.06,0,0,"",""
80,"CH1057-59 ラルクコーヒー","CH1057-HR ラルクコーヒー",Head-rest,"布地:ラルクコーヒー",pcs,"","","",0,0,"",""
81,"CH1068-03 SN/01","CH1068-03 SN/01","","布地:CHILI:01 (ベージュ)",pcs,"","","",0,0,"",""
82,"CH1068-35 SN/01","CH1068-35 SN/01","ヘッドレスト下の背クッション","布地:CHILI:01 (ベージュ)",pcs,"","","",0,0,"",""
83,"CH1068-36 SN/01","CH1068-36 SN/01","","布地:CHILI:01 (ベージュ)",pcs,"","","",0,0,"",""
84,"CH1068-37 SN/01","CH1068-37 SN/01","","布地:CHILI:01 (ベージュ)",pcs,"","","",0,0,"",""
85,"CH1068-59 SN/01","CH1068-HR SN/01",Head-rest,"別製品",pcs,36.0,"",0.06,0,0,"",""
86,"CH1068-59 SN/02","CH1068-HR SN/02",Head-rest,"別製品",pcs,36.0,"",0.06,0,0,"",""
87,"CH1068-59 SN/03","CH1068-HR SN/03",Head-rest,"別製品",pcs,36.0,"",0.06,0,0,"",""
88,"CH1068-59 SP/181","CH1068-HR SP/181",Head-rest,"","",38.2,"",0.06,0,0,"",""
89,"CH1068-59 SP/181","CH1068-HR SP/181",Head-rest,"",pcs,38.2,"",0.06,0,0,"",""
90,"CH1068-59 SP/182","CH1068-HR SP/182",Head-rest,"",pcs,38.2,"",0.06,0,0,"",""
91,"CH1068-59 SP/183","CH1068-HR SP/183",Head-rest,"",pcs,38.2,"",0.06,0,0,"",""
92,"CH1068-59C SN/03","CH1068-HRC SN/03","Head-rest Cover Only","別製品",pcs,6.9,"",0.06,0,0,"",""
93,"CH1068-LEG DB","CH1068-LEG DB","脚","木脚DB色",pcs,"","","",0,0,"",""
97,"CH1068-WOODLEG DB","CH1068-WOODLEG DB","セット=9個","木脚DB色",set,24.0,"","",0,0,"",""
98,"CH1068-WOODLEG NA","CH1068-WOODLEG NA","セット=9個","木脚 NA色",set,24.0,"","",0,0,"",""
99,"CH1068N-03+17 SN/01","CH1068N-03+17 SN/01","CU35×1・36クッション×2・37クッション×2","布地:CHILI:01 (ベージュ)",set,353.0,"",1.17,0,0,"",""
100,"CH1068N-038+17 SN/01","CH1068N-3PL+0.5P SN/01","CU37x2 CU35x2 腰cux1 付き","DB脚同梱",set,353.0,"",1.05,0,0,"",""
101,"CH1068N-038+17 SN/01","CH1068N-3PL+0.5P SN/01","CU37x2 CU35x2 腰cux1 付き","DB脚同梱",set,353.0,"",1.05,0,0,"",""
102,"CH1068N-038+17 SN/01","CH1068N-3PL+0.5P SN/01","CU37x2 CU35x2 腰cux1 付き","布地:CHILI:01 (ベージュ) 脚:DB",set,353.0,"",1.05,0,0,"",""
103,"CH1068N-038+17 SN/01","CH1068N-3PL+0.5P SN/03","CU37x2 CU35x2 腰cux1 付き","布地:CHILI:25 (アイボリー) 脚:DB",set,353.0,"",1.05,0,0,"",""
104,"CH1068N-038+17 SN/02","CH1068N-3PL+0.5P SN/02","CU37x2 CU35x2 腰cux1 付き","DB脚同梱",set,377.0,"",1.17,0,0,"",""
105,"CH1068N-038+17 SP/181","CH1068N-3PL+0.5P SP/181","CU37x2 CU35x2 腰cux1 付き","DB脚同梱 ",set,378.2,"",1.17,0,0,"",""
106,"CH1068N-038+17 SP/183","CH1068N-3PL+0.5P SP/183","CU37x2 CU35x2 腰cux1 付き","DB脚同梱",set,378.2,"",1.05,0,0,"",""
107,"CH1068N-039+17 SN/01","CH1068N-3PR+0.5P SN/01","CU37x2 CU35x2 腰cux1 付き","DB脚同梱",set,377.0,"",1.17,0,0,"",""
108,"CH1068N-039+17 SN/02","CH1068N-3PR+0.5P SN/02","CU37x2 CU35x2 腰cux1 付き","DB脚同梱",set,377.0,"",1.17,0,0,"",""
109,"CH1068N-039+17 SP/181","CH1068N-3PR+0.5P SP/181","CU37x2 CU35x2 腰cux1 付き","DB脚同梱",set,402.2,"",1.17,0,0,"",""
110,"CH1068N-039+17 SP/182","CH1068N-3PR+0.5P SP/182","CU37x2 CU35x2 腰cux1 付き","DB脚同梱",set,402.2,"",1.17,0,0,"",""
111,"CH1068N-039+17 SP/183","CH1068N-3PR+0.5P SP/183","CU37x2 CU35x2 腰cux1 付き","DB脚同梱",set,402.2,"",1.17,0,0,"",""
112,"CH1068N-17 SN/01","CH1068N-17 SN/01",Stool,"布地:CHILI:01 (ベージュ)",pcs,"","","",0,0,"",""
113,"CH1069-0.5P SP/191","CH1069-0.5P SP/191",STOOL,"別製品 布地: ラルク(グリーン)",pcs,181.7,"CH1069-17 SP/191","",0,0,"",""
114,"CH1069-02 SN/03","CH1069-2P SN/03","総幅(W):1800mm","別製品",pcs,397.3,"",0.82,0,0,"",""
115,"CH1069-02 SP/178","CH1069-2P SP/178","総幅(W):1800mm","別製品",pcs,405.9,"",0.82,0,0,"",""
116,"CH1069-02 SP/190","CH1069-2P SP/190","総幅(W):1800mm","別製品",pcs,402.0,"",0.82,0,0,"",""
117,"CH1069-02 SP/191","CH1069-2P SP/191","総幅(W):1800mm","別製品",pcs,402.0,"",0.82,0,0,"",""
118,"CH1069-02 SP/192","CH1069-2P SP/192","総幅(W):1800mm","別製品",pcs,402.0,"",0.82,0,0,"",""
119,"CH1069-02 SP/194","CH1069-2P SP/194","総幅(W):1800mm","別製品",pcs,402.0,"",0.82,0,0,"",""
120,"CH1069-02 SP/195","CH1069-2P SP/195","総幅(W):1800mm","別製品",pcs,402.0,"",0.82,0,0,"",""
121,"CH1069-02 SP/196","CH1069-2P SP/196","総幅(W):1800mm","別製品",pcs,402.0,"",0.82,0,0,"",""
122,"CH1069-02 SP/197","CH1069-2P SP/197","総幅(W):1800mm","別製品",pcs,402.0,"",0.82,0,0,"",""
123,"CH1069-02 SP/198","CH1069-2P SP/198","総幅(W):1800mm","別製品",pcs,402.0,"",0.82,0,0,"",""
124,"CH1069-02 SP/199","CH1069-2P SP/199","総幅(W):1800mm","別製品",pcs,402.0,"",0.82,0,0,"",""
130,"CH1069-03 SN/02","CH1069-3P SN/02","総幅(W):2000mm","別製品",pcs,414.9,"",0.92,0,0,"",""
131,"CH1069-03 SN/03","CH1069-3P SN/03","総幅(W):2000mm","別製品",pcs,414.9,"",0.92,0,0,"",""
132,"CH1069-03 SP/122","CH1069-3P SP/122","総幅(W):2000mm","",pcs,434.4,"",0.96,0,0,"",""
136,"CH1069-03 SP/181","CH1069-3P SP/181","総幅(W):2000mm","",pcs,424.2,"",0.96,0,0,"",""
137,"CH1069-03 SP/182","CH1069-3P SP/182","総幅(W):2000mm","",pcs,424.2,"",0.96,0,0,"",""
138,"CH1069-03 SP/183","CH1069-3P SP/183","総幅(W):2000mm","",pcs,424.2,"",0.96,0,0,"",""
139,"CH1069-03 SP/184","CH1069-3P SP/184","総幅(W):2000mm","",pcs,424.2,"",0.96,0,0,"",""
140,"CH1069-03 SP/190","CH1069-3P SP/190","総幅(W):2000mm","別製品",pcs,420.0,"",1.63,0,0,"",""
141,"CH1069-03 SP/191","CH1069-3P SP/191","総幅(W):2000mm","別製品",pcs,420.0,"",1.63,0,0,"",""
142,"CH1069-03 SP/192","CH1069-3P SP/192","総幅(W):2000mm","別製品",pcs,420.0,"",1.63,0,0,"",""
143,"CH1069-03 SP/194","CH1069-3P SP/194","総幅(W):2000mm","別製品",pcs,420.0,"",1.63,0,0,"",""
144,"CH1069-03 SP/196","CH1069-3P SP/196","総幅(W):2000mm","別製品",pcs,420.0,"",1.63,0,0,"",""
145,"CH1069-03 SP/197","CH1069-3P SP/197","総幅(W):2000mm","別製品",pcs,420.0,"",0.92,0,0,"",""
146,"CH1069-03 SP/199","CH1069-3P SP/199","総幅(W):2000mm","別製品",pcs,420.0,"",0.92,0,0,"",""
147,"CH1069-03 SP/206","CH1069-3P SP/206","総幅(W):2000mm","別製品",pcs,420.0,"",0.92,0,0,"",""
148,"CH1069-03 SP/207","CH1069-3P SP/207","総幅(W):2000mm","別製品",pcs,420.0,"",0.92,0,0,"",""
149,"CH1069-03 SP/209","CH1069-3P SP/209","総幅(W):2000mm","別製品",pcs,420.0,"",0.92,0,0,"",""
150,"CH1069-03 用 背CU SP/183","CH1069-3P 用 背CU SP/183","3P 背CU 片側のみ","別製品 部材 布地 SP/183 ",pcs,"","","",0,0,"",""
151,"CH1069-03 用 背CU SP/183","CH1069-3P 用 背CU SP/183","3P 背CU 片側のみ","別製品 部材 布地 SP/183 ",pcs,"確認中","CH1069-3P 用 背CU SP/183","",0,0,"",""
157,"CH1069-03C 生地「18006」ホワイト色","CH1069-3PC 生地「18006」ホワイト色","総幅(W):2000mm Cover Only","岩本より依頼分",set,"確認中","","",0,0,"",""
158,"CH1069-03C 生地「MAZE」グレー色","CH1069-3PC 生地「MAZE」グレー色","総幅(W):2000mm Cover Only","岩本より依頼分",set,"確認中","","",0,0,"",""
159,"CH1069-03用 梱包材一式","CH1069-3P用 梱包材一式","梱包用段ボールと白い不織布","No commercial value",set,"","","",0,0,"",""
160,"CH1069-17 SP/178","CH1069-0.5P SP/178",stool,"布地: アッシュ(GY)",pcs,"","","",0,0,"",""
161,"CH1069-17 SP/191","CH1069-0.5P SP/191",STOOL,"別製品 布地: ラルク(グリーン)",pcs,"","","",0,0,"",""
162,"CH1069-17 SP/194","CH1069-0.5P SP/194",Stool,"布地:SP/194 ラルク(キャメル)",pcs,181.7,"",0.2,0,0,"",""
163,"CH1069-17 SP/197","CH1069-0.5P SP/197",Head-rest,"別製品 布地:SP/197 ラルク(ブルー)",pcs,181.7,"",0.15,0,0,"",""
164,"CH1069-17 SP/197","CH1069-0.5P SP/197",Stool,"布地:SP/197 ラルク(ブルー)",pcs,181.7,"",0.15,0,0,"",""
165,"CH1069-59 SN/03","CH1069-59 SN/03",Head-rest,"別製品",pcs,18.5,"",0.06,0,0,"",""
169,"CH1069-59 SP/182","CH1069-59 SP/182",Head-rest,"別製品",pcs,22.7,"",0.06,0,0,"",""
170,"CH1069-59 SP/183","CH1069-59 SP/183",Head-rest,"別製品",pcs,22.7,"",0.06,0,0,"",""
171,"CH1069-59 SP/184","CH1069-59 SP/184",Head-rest,"別製品",pcs,22.7,"",0.06,0,0,"",""
172,"CH1069-59 SP/190","CH1069-HR SP/190",Head-rest,"別製品",pcs,20.0,"",0.06,0,0,"",""
173,"CH1069-59 SP/191","CH1069-HR SP/191",Head-rest,"別製品",pcs,20.0,"",0.06,0,0,"",""
174,"CH1069-59 SP/192","CH1069-HR SP/192",Head-rest,"別製品",pcs,20.0,"",0.06,0,0,"",""
175,"CH1069-59 SP/194","CH1069-HR SP/194",Head-rest,"別製品",pcs,20.0,"",0.06,0,0,"",""
176,"CH1069-59 SP/195","CH1069-HR SP/195",Head-rest,"別製品",pcs,20.0,"",0.06,0,0,"",""
177,"CH1069-59 SP/196","CH1069-HR SP/196",Head-rest,"別製品",pcs,20.0,"",0.06,0,0,"",""
178,"CH1069-59 SP/197","CH1069-HR SP/197",Head-rest,"別製品",pcs,20.0,"",0.06,0,0,"",""
179,"CH1069-59 SP/198","CH1069-HR SP/198",Head-rest,"別製品",pcs,20.0,"",0.06,0,0,"",""
180,"CH1069-59 SP/199","CH1069-HR SP/199",Head-rest,"別製品",pcs,20.0,"",0.06,0,0,"",""
181,"CH1069-59 SP/207","CH1069-HR SP/207",Head-rest,"別製品",pcs,20.0,"",0.06,0,0,"",""
182,"CH1069-59 SP/209","CH1069-HR SP/209",Head-rest,"別製品",pcs,20.0,"",0.06,0,0,"",""
188,"CH1069-59C 生地「18006」ホワイト色","CH1069-HRC 生地「18006」ホワイト色","Head-rest Cover Only","岩本発注分",set,"確認中","","",0,0,"",""
189,"CH1069-59C 生地「MAZE」グレー色","CH1069-HRC 生地「MAZE」グレー色","Head-rest Cover Only","岩本発注分",set,"確認中","","",0,0,"",""
190,"CH1069-HR用 梱包材一式","CH1069-HR用 梱包材一式","梱包用段ボールと白い不織布","No commercial value",set,"","","",0,0,"",""
191,"CH1069-脚用 梱包材一式","CH1069-脚用 梱包材一式","梱包用段ボールと白い不織布","No commercial value",set,"","","",0,0,"",""
193,"CH1070 S 10020","CH1070-0.5P アッシュGY",Stool,"布地：アッシュ(GY)",pcs,169.2,"CH1070-17 アッシュGY",0.26,0,0,"",""
196,"CH1070 S 10026","CH1070-0.5P アッシュBE",Stool,"布地：アッシュ(BE)",pcs,169.2,"CH1070-17 アッシュBE",0.26,0,0,"",""
197,"CH1070 S 10027","CH1070-0.5P アッシュBR",Stool,"布地：アッシュ(BR)",pcs,169.2,"CH1070-17 アッシュBR",0.26,0,0,"",""
198,"CH1070-0.5P アッシュ DGY","CH1070-0.5P アッシュ DGY",Stool,"別製品 布地:アッシュDGY",pcs,183.0,"CH1070-0.5P アッシュ DGY","",0,0,"",""
199,"CH1070-0.5P アッシュ DGY","CH1070-0.5P アッシュ DGY",Stool,"別製品 布地:アッシュDGY",pcs,"","","",0,0,"",""
200,"CH1070-03 SP/180","CH1070-3P SP/180","総幅(W):1900mm","別製品",pcs,460.0,"",1.4,0,0,"",""
201,"CH1070-03 SP/181","CH1070-3P SP/181","総幅(W):1900mm","別製品",pcs,460.0,"",1.4,0,0,"",""
202,"CH1070-03 SP/182","CH1070-3P SP/182","総幅(W):1900mm","別製品",pcs,460.0,"",1.4,0,0,"",""
203,"CH1070-03 SP/183","CH1070-3P SP/183","総幅(W):1900mm","別製品",pcs,460.0,"",1.4,0,0,"",""
204,"CH1070-03 SP/184","CH1070-3P SP/184","総幅(W):1900mm","別製品",pcs,460.0,"",1.4,0,0,"",""
205,"CH1070-03 SP/192","CH1070-3P SP/192","総幅(W):1900mm","別製品",pcs,451.1,"",1.4,0,0,"",""
206,"CH1070-03 SP/207","CH1070-3P SP/207","総幅(W):1900mm","別製品",pcs,451.1,"",1.4,0,0,"",""
207,"CH1070-03 SP/209","CH1070-3P SP/209","総幅(W):1900mm","別製品",pcs,451.1,"",1.4,0,0,"",""
213,"CH1070-03L SN/01","CH1070-3.5P SN/01","総幅(W):2200mm","別製品",pcs,469.4,"",1.54,0,0,"",""
214,"CH1070-03L SN/02","CH1070-3.5P SN/02","総幅(W):2200mm","別製品",pcs,469.4,"",1.54,0,0,"",""
215,"CH1070-03L SN/03","CH1070-3.5P SN/03","総幅(W):2200mm","別製品",pcs,469.4,"",1.54,0,0,"",""
216,"CH1070-03L SP/126N","CH1070-3.5P SP/126N","総幅(W):2200mm","別製品",pcs,500.9,"",1.54,0,0,"",""
217,"CH1070-03L SP/172","CH1070-3.5P SP/172","総幅(W):2200mm","別製品",pcs,486.6,"",1.54,0,0,"",""
218,"CH1070-03L SP/178","CH1070-3.5P SP/178","総幅(W):2200mm","別製品",pcs,486.6,"",1.54,0,0,"",""
220,"CH1070-03L SP/181","CH1070-3.5P SP/181","総幅(W):2200mm","",pcs,486.6,"",1.54,0,0,"",""
223,"CH1070-03L SP/190","CH1070-3.5P SP/190","総幅(W):2200mm","別製品",pcs,476.5,"",1.54,0,0,"",""
224,"CH1070-03L SP/196","CH1070-3.5P SP/196","総幅(W):2200mm","別製品",pcs,476.5,"",1.54,0,0,"",""
225,"CH1070-03L SP/198","CH1070-3.5P SP/198","総幅(W):2200mm","別製品",pcs,476.5,"",1.54,0,0,"",""
226,"CH1070-03L SP/199","CH1070-3.5P SP/199","総幅(W):2200mm","別製品",pcs,476.5,"",1.54,0,0,"",""
227,"CH1070-03L SP/206","CH1070-3.5P SP/206","総幅(W):2200mm","別製品",pcs,476.5,"",1.54,0,0,"",""
228,"CH1070-03L SP/207","CH1070-3.5P SP/207","総幅(W):2200mm","別製品",pcs,476.5,"",1.54,0,0,"",""
229,"CH1070-03L SP/209","CH1070-3.5P SP/209","総幅(W):2200mm","別製品",pcs,476.5,"",1.54,0,0,"",""
230,"CH1070-03L SP180","CH1070-3.5P SP180","","",pcs,"","","",0,0,"",""
235,"CH1070-03LC SP/181","CH1070-3.5PC SP/181","総幅(W):2200mm Cover Only","",set,86.5,"","",0,0,"",""
237,"CH1070-17 SN/01","CH1070-0.5P SN/01",Stool,"別製品",pcs,180.8,"",0.17,0,0,"",""
238,"CH1070-17 SN/02","CH1070-0.5P SN/02",Stool,"別製品",pcs,180.8,"",0.17,0,0,"",""
239,"CH1070-17 SN/03","CH1070-0.5P SN/03",Stool,"別製品",pcs,180.8,"",0.17,0,0,"",""
240,"CH1070-17 SP/126N","CH1070-0.5P SP/126N",Stool,"別製品",pcs,184.9,"",0.17,0,0,"",""
244,"CH1070-17 SP/181","CH1070-0.5P SP/181",Stool,"別製品",pcs,183.0,"",0.17,0,0,"",""
247,"CH1070-17 SP/184","CH1070-0.5P SP/184",stool,"別製品",pcs,183.0,"",0.16,0,0,"",""
248,"CH1070-17 SP/190","CH1070-0.5P SP/190",Stool,"別製品",pcs,181.7,"",0.17,0,0,"",""
249,"CH1070-17 SP/192","CH1070-0.5P SP/192",Stool,"別製品",pcs,181.7,"",0.17,0,0,"",""
250,"CH1070-17 SP/194","CH1070-0.5P SP/194",Stool,"別製品",pcs,181.7,"",0.17,0,0,"",""
